股票代码,股票名称,市场代码,行业一级,行业二级,东财行业,地区板块,映射说明
BRK.B,伯克希尔-B,106.BRK.B,金融,保险,保险,美股,示例：东财搜索偶发无法解析带点美股代码时可人工补充
